row_id,timestamp,year,month,day_of_year,hour,minute,asset_type,plant_id,asset_level,hub_id,block_id,wind_farm_id,turbine_group_id,capacity_mw,horizon,horizon_minutes,business_use_case,business_name,model_family,uncertainty_method,train_split,actual_mw,possible_power_mw,scheduled_mw,local_limit_mw,control_setpoint_mw,availability_pct,scada_quality,scada_latency_seconds,curtailment_status,ramp_rate_mw_min,ghi_wm2,poa_wm2,dni_wm2,ambient_temp_c,module_temp_c,cloud_cover_pct,cloud_obstruction_probability,sky_camera_cloud_motion_deg,humidity_pct,pressure_hpa,hub_height_wind_speed_ms,wind_direction_deg,turbulence_intensity,nacelle_wind_speed_ms,lidar_upstream_wind_ms,wake_loss_pct,air_density_kg_m3,nwp_ghi_forecast_wm2,nwp_wind_speed_100m_ms,nwp_wind_direction_deg,nwp_cloud_cover_pct,nwp_temperature_c,nwp_pressure_hpa,nwp_ensemble_member_id,nwp_issue_lag_hours,target_actual_mw_horizon,forecast_p10_mw,forecast_p50_mw,forecast_p90_mw,residual_mw,absolute_error_mw,normalized_error_pct,inside_p10_p90,event_label,event_probability,root_cause,event_severity,model_confidence_pct,learned_residual_bias_mw,learned_uncertainty_scale,learned_regime_id,feature_importance_top1,feature_importance_top2,sample_weight
222000,2018-09-21 21:00:00,2018,9,264,21,0,solar,SOL_PAVAGADA,plant,PAV_HUB_8,PAV_S3_B03,,,2050.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,0.0,0.0,0.0,2255.0,1576.0457,98.088,GOOD,34,NONE,-13.13381,0.0,0.0,0.0,18.078,16.438,12.311,0.0137,255.679,36.221,1006.161,,,,,,,1.2032,17.017,,,12.399,17.439,1005.886,4,2,0.0,0.0,0.0,94.7592,0.0,0.0,0.0,1,normal,0.0466,normal,NORMAL,94.0,-0.8983,1.0125,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
222001,2021-09-30 18:20:00,2021,9,273,18,20,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F3,GADAG_F3_TG05,140.0,8day,11520,weekly_planning_outlook,Medium-range planning outlook,ensemble_analog_climatology_band,scenario_band,train,10.1394,10.8989,54.4548,154.0,131.716,99.025,GOOD,13,NONE,0.09978,,,,22.681,,,,,28.831,1003.624,6.992,261.235,0.1973,6.565,6.786,10.759,1.1815,,0.0,255.806,,22.892,1003.23,12,12,140.0,0.0,3.3169,140.0,136.6831,136.6831,97.6308,1,normal,0.1403,normal,NORMAL,35.0,-0.1592,4.5,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
222002,2021-10-09 22:35:00,2021,10,282,22,35,solar,SOL_PAVAGADA,hub,PAV_HUB_8,PAV_S3_B03,,,250.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,train,0.0,0.0,0.0,275.0,256.5522,96.79,GOOD,32,NONE,-1.07889,0.0,0.0,0.0,17.239,17.972,29.871,0.3264,273.101,44.188,1015.179,,,,,,,1.2175,0.0,,,24.89,15.225,1017.866,6,0,0.0,0.0,0.0,14.1973,0.0,0.0,0.0,1,normal,0.1312,normal,NORMAL,94.0,-0.1848,1.1,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
222003,2017-11-17 08:25:00,2017,11,321,8,25,solar,SOL_PAVAGADA,block,PAV_HUB_5,PAV_S1_B03,,,50.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,15.5215,15.5562,27.2987,55.0,37.6147,98.456,GOOD,32,NONE,0.04659,312.381,324.291,218.618,23.659,36.601,74.448,0.7416,265.745,41.604,1018.044,,,,,,,1.1946,321.332,,,73.697,21.304,1015.577,2,2,15.9359,13.5339,15.7857,18.0375,0.1502,0.1502,0.3004,1,normal,0.0304,normal,NORMAL,93.399,1.3723,1.0021,solar_clear_or_mixed,actual_mw,cloud_obstruction_probability,1.25
222004,2015-05-18 19:00:00,2015,5,138,19,0,wind,WND_GADAG_CLUSTER,block,,,GADAG_F2,GADAG_F2_TG02,20.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,1.2421,1.2762,8.4069,22.0,16.8064,98.006,GOOD,16,NONE,0.07798,,,,26.126,,,,,51.227,1002.94,6.76,274.691,0.2133,6.732,6.491,12.477,1.1671,,6.374,287.722,,24.227,1006.323,14,2,1.9278,0.6604,1.5611,2.4618,0.3667,0.3667,1.8334,1,normal,0.0615,normal,NORMAL,90.333,0.4784,1.0021,wind_normal_regime,actual_mw,wake_loss_pct,1.25
222005,2017-08-21 06:45:00,2017,8,233,6,45,solar,SOL_PAVAGADA,hub,PAV_HUB_5,PAV_S1_B04,,,250.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,75.3603,77.0918,71.8556,275.0,254.3629,96.608,GOOD,32,NONE,1.6832,316.015,318.156,188.323,26.693,33.79,19.329,0.2726,259.705,41.296,1012.326,,,,,,,1.1758,379.247,,,29.131,25.534,1010.88,15,0,107.1621,88.6336,100.011,111.3883,7.1511,7.1511,2.8605,1,normal,0.0889,normal,NORMAL,88.279,0.5011,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
222006,2024-09-04 21:35:00,2024,9,248,21,35,solar,SOL_PAVAGADA,hub,PAV_HUB_8,PAV_S1_B01,,,250.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,validation,0.0,0.0,0.0,275.0,208.2951,95.436,GOOD,33,NONE,-0.50653,0.0,0.0,0.0,19.88,21.474,21.941,0.2595,284.772,31.569,1005.533,,,,,,,1.1951,0.0,,,22.85,19.251,1005.932,6,1,0.0,0.0,0.0,11.9173,0.0,0.0,0.0,1,normal,0.1415,normal,NORMAL,94.0,0.063,1.025,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
222007,2020-05-23 08:00:00,2020,5,144,8,0,solar,SOL_PAVAGADA,block,PAV_HUB_8,PAV_S4_B05,,,50.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,31.5252,32.8945,23.0455,55.0,46.1402,95.624,GOOD,25,NONE,0.12863,655.874,692.706,470.603,31.754,39.361,5.408,0.194,157.259,55.105,1008.321,,,,,,,1.1517,700.587,,,13.914,34.895,1010.225,7,1,34.7335,31.2154,33.4908,35.7663,1.2426,1.2426,2.4853,1,normal,0.0842,normal,NORMAL,89.029,-1.1262,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
222008,2023-05-19 10:35:00,2023,5,139,10,35,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F2,GADAG_F2_TG02,140.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,19.3029,20.3685,56.5574,154.0,129.8367,96.89,GOOD,6,NONE,0.43523,,,,34.684,,,,,59.603,1007.492,7.801,211.531,0.1081,7.298,7.333,4.184,1.1398,,7.671,230.71,,34.98,1008.375,17,0,25.905,24.5276,30.999,37.4703,-5.094,5.094,3.6385,1,normal,0.1022,normal,NORMAL,86.723,0.672,1.0125,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
222009,2017-08-02 07:10:00,2017,8,214,7,10,wind,WND_GADAG_CLUSTER,block,,,GADAG_F3,GADAG_F3_TG04,20.0,8day,11520,weekly_planning_outlook,Medium-range planning outlook,ensemble_analog_climatology_band,scenario_band,train,2.1576,2.2511,8.9784,22.0,16.151,97.45,GOOD,6,NONE,-0.11046,,,,30.615,,,,,29.299,1018.0,7.515,274.049,0.1356,7.335,7.889,10.864,1.1672,,5.846,288.112,,35.718,1018.411,15,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,normal,0.0849,normal,NORMAL,94.0,-0.6998,4.5,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
