row_id,timestamp,year,month,day_of_year,hour,minute,asset_type,plant_id,asset_level,hub_id,block_id,wind_farm_id,turbine_group_id,capacity_mw,horizon,horizon_minutes,business_use_case,business_name,model_family,uncertainty_method,train_split,actual_mw,possible_power_mw,scheduled_mw,local_limit_mw,control_setpoint_mw,availability_pct,scada_quality,scada_latency_seconds,curtailment_status,ramp_rate_mw_min,ghi_wm2,poa_wm2,dni_wm2,ambient_temp_c,module_temp_c,cloud_cover_pct,cloud_obstruction_probability,sky_camera_cloud_motion_deg,humidity_pct,pressure_hpa,hub_height_wind_speed_ms,wind_direction_deg,turbulence_intensity,nacelle_wind_speed_ms,lidar_upstream_wind_ms,wake_loss_pct,air_density_kg_m3,nwp_ghi_forecast_wm2,nwp_wind_speed_100m_ms,nwp_wind_direction_deg,nwp_cloud_cover_pct,nwp_temperature_c,nwp_pressure_hpa,nwp_ensemble_member_id,nwp_issue_lag_hours,target_actual_mw_horizon,forecast_p10_mw,forecast_p50_mw,forecast_p90_mw,residual_mw,absolute_error_mw,normalized_error_pct,inside_p10_p90,event_label,event_probability,root_cause,event_severity,model_confidence_pct,learned_residual_bias_mw,learned_uncertainty_scale,learned_regime_id,feature_importance_top1,feature_importance_top2,sample_weight
0,2021-07-28 13:50:00,2021,7,209,13,50,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F1,GADAG_F1_TG02,140.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,0.3057,0.3256,59.0894,154.0,116.4185,96.768,GOOD,27,NONE,-0.92233,,,,41.162,,,,,37.912,1006.401,4.204,218.085,0.1701,4.221,4.711,2.928,1.1151,,4.061,220.479,,42.889,1005.126,8,0,0.0,0.0,0.0,6.6737,0.0,0.0,0.0,1,normal,0.0884,normal,NORMAL,94.0,-0.2061,1.025,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
1,2018-01-11 06:15:00,2018,1,11,6,15,solar,SOL_PAVAGADA,block,PAV_HUB_8,PAV_S4_B03,,,50.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,4.3483,4.7067,10.6066,34.9675,34.9675,96.812,GOOD,23,CONFIRMED,-0.15934,91.702,94.135,70.463,14.334,15.776,62.269,0.6172,189.187,56.688,1006.472,,,,,,,1.2193,163.179,,,66.774,13.06,1006.226,16,1,0.0,0.0,0.0,3.1973,0.0,0.0,0.0,1,grid_curtailment_plateau,0.789,grid_constraint,ALERT,89.0,-1.4481,1.375,grid_curtailment_plateau,poa_wm2,local_limit_mw,2.5
2,2024-10-09 21:10:00,2024,10,283,21,10,solar,SOL_PAVAGADA,hub,PAV_HUB_1,PAV_S8_B02,,,250.0,2hour,120,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,validation,0.0,0.0,0.0,275.0,231.8216,97.626,GOOD,31,NONE,0.64429,0.0,0.0,0.0,18.76,18.302,75.881,0.6896,177.865,47.748,1004.377,,,,,,,1.1983,0.0,,,76.115,19.737,1008.816,15,2,83.6666,56.9274,69.5834,82.2394,14.0831,14.0831,5.6333,0,normal,0.1187,normal,NORMAL,82.733,-1.0392,1.05,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
3,2025-02-08 18:45:00,2025,2,39,18,45,solar,SOL_PAVAGADA,plant,PAV_HUB_1,PAV_S3_B04,,,2050.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,test,76.6996,76.7567,87.6316,2255.0,1700.9934,97.096,STALE,660,NONE,-4.32192,36.365,37.442,24.341,13.826,15.983,34.903,0.3883,247.012,62.539,1001.243,,,,,,,1.2151,111.206,,,35.117,12.075,1000.53,8,2,0.0,0.0,0.0,179.9189,0.0,0.0,0.0,1,scada_stale_signal,0.6853,data_quality,WATCH,81.0,-0.3638,1.7,scada_stale_signal,poa_wm2,scada_quality,2.5
4,2017-02-13 21:45:00,2017,2,44,21,45,solar,SOL_PAVAGADA,block,PAV_HUB_3,PAV_S5_B03,,,50.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,1.0844,1.1292,0.0,55.0,52.4771,97.732,GOOD,13,NONE,-0.45951,22.396,22.584,14.991,15.941,12.637,61.922,0.5506,178.491,73.28,1019.331,,,,,,,1.228,0.0,,,61.267,14.096,1017.479,8,0,0.0,0.0,0.0,3.0669,0.0,0.0,0.0,1,cloud_ramp_down,0.9277,weather,WATCH,89.0,0.7019,1.3563,cloud_ramp_down,poa_wm2,cloud_obstruction_probability,2.5
5,2022-07-21 19:10:00,2022,7,202,19,10,solar,SOL_PAVAGADA,block,PAV_HUB_4,PAV_S3_B05,,,50.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,0.0,0.0,0.0,55.0,37.9317,97.095,GOOD,11,NONE,-0.08614,0.0,0.0,0.0,27.23,31.955,39.227,0.3382,302.913,33.775,1016.18,,,,,,,1.1782,52.075,,,36.753,30.206,1013.496,13,1,0.0,0.0,0.0,2.2755,0.0,0.0,0.0,1,normal,0.0288,normal,NORMAL,94.0,-0.2031,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
6,2015-01-04 00:35:00,2015,1,4,0,35,solar,SOL_PAVAGADA,plant,PAV_HUB_5,PAV_S5_B04,,,2050.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,0.0,0.0,0.0,2255.0,2110.7431,96.205,GOOD,10,NONE,-20.56945,0.0,0.0,0.0,13.466,18.155,35.04,0.3239,279.267,52.159,1016.615,,,,,,,1.2353,0.0,,,29.255,10.553,1016.293,1,1,0.0,0.0,0.0,93.2941,0.0,0.0,0.0,1,normal,0.1544,normal,NORMAL,94.0,0.0242,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
7,2021-06-28 14:35:00,2021,6,179,14,35,solar,SOL_PAVAGADA,block,PAV_HUB_3,PAV_S2_B02,,,50.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,32.8177,32.534,32.8707,55.0,43.9496,97.887,GOOD,20,NONE,0.65916,658.746,708.13,521.916,31.554,48.18,33.045,0.18,294.899,43.491,1012.591,,,,,,,1.1574,585.881,,,35.506,32.724,1014.257,6,1,50.0,46.8027,50.0,50.0,0.0,0.0,0.0,1,cloud_ramp_up,0.8628,weather,WATCH,89.0,1.3545,1.375,cloud_ramp_up,poa_wm2,cloud_obstruction_probability,2.5
8,2022-11-07 01:35:00,2022,11,311,1,35,wind,WND_GADAG_CLUSTER,block,,,GADAG_F2,GADAG_F2_TG05,20.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,3.9773,4.2554,8.5109,22.0,15.9179,95.594,GOOD,31,NONE,0.14018,,,,15.045,,,,,32.955,1005.827,8.672,265.449,0.1576,7.439,8.612,14.99,1.2155,,9.114,269.392,,11.431,1006.034,15,1,8.1208,6.9728,7.8972,8.8217,0.2236,0.2236,1.1178,1,normal,0.0753,normal,NORMAL,91.764,-0.6381,1.0125,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
9,2025-10-29 12:55:00,2025,10,302,12,55,solar,SOL_PAVAGADA,plant,PAV_HUB_2,PAV_S5_B04,,,2050.0,day_ahead_40hour,2400,day_ahead_scheduling,Day-ahead probabilistic forecast,nwp_ensemble_quantile_calibration,calibrated_ensemble_quantiles,test,1429.8604,1474.5013,1691.6675,2255.0,1637.853,97.66,GOOD,23,NONE,3.97513,731.689,775.768,495.345,26.072,45.809,16.02,0.0458,274.517,40.617,1014.359,,,,,,,1.1806,801.718,,,21.99,24.044,1017.36,19,6,2050.0,1219.451,1683.0244,2050.0,366.9756,366.9756,17.9013,1,normal,0.1082,normal,NORMAL,58.197,-0.9773,2.0,solar_clear_or_mixed,nwp_ghi_forecast_wm2,cloud_obstruction_probability,1.0
