row_id,timestamp,year,month,day_of_year,hour,minute,asset_type,plant_id,asset_level,hub_id,block_id,wind_farm_id,turbine_group_id,capacity_mw,horizon,horizon_minutes,business_use_case,business_name,model_family,uncertainty_method,train_split,actual_mw,possible_power_mw,scheduled_mw,local_limit_mw,control_setpoint_mw,availability_pct,scada_quality,scada_latency_seconds,curtailment_status,ramp_rate_mw_min,ghi_wm2,poa_wm2,dni_wm2,ambient_temp_c,module_temp_c,cloud_cover_pct,cloud_obstruction_probability,sky_camera_cloud_motion_deg,humidity_pct,pressure_hpa,hub_height_wind_speed_ms,wind_direction_deg,turbulence_intensity,nacelle_wind_speed_ms,lidar_upstream_wind_ms,wake_loss_pct,air_density_kg_m3,nwp_ghi_forecast_wm2,nwp_wind_speed_100m_ms,nwp_wind_direction_deg,nwp_cloud_cover_pct,nwp_temperature_c,nwp_pressure_hpa,nwp_ensemble_member_id,nwp_issue_lag_hours,target_actual_mw_horizon,forecast_p10_mw,forecast_p50_mw,forecast_p90_mw,residual_mw,absolute_error_mw,normalized_error_pct,inside_p10_p90,event_label,event_probability,root_cause,event_severity,model_confidence_pct,learned_residual_bias_mw,learned_uncertainty_scale,learned_regime_id,feature_importance_top1,feature_importance_top2,sample_weight
261000,2019-01-31 10:05:00,2019,1,31,10,5,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F2,GADAG_F2_TG04,420.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,361.3373,400.4615,168.0245,462.0,330.2074,94.934,GOOD,8,NONE,-6.86578,,,,24.163,,,,,74.406,1003.777,12.332,209.444,0.1887,10.901,12.901,4.652,1.1758,,12.735,203.89,,24.255,1006.191,13,2,347.047,308.8322,334.3537,359.8753,12.6932,12.6932,3.0222,1,wind_ramp_down,0.8858,weather,WATCH,82.956,0.3819,1.3521,wind_ramp_down,actual_mw,wake_loss_pct,3.125
261001,2024-06-05 10:55:00,2024,6,157,10,55,solar,SOL_PAVAGADA,hub,PAV_HUB_8,PAV_S2_B03,,,250.0,8day,11520,weekly_planning_outlook,Medium-range planning outlook,ensemble_analog_climatology_band,scenario_band,validation,178.8882,210.1687,197.6126,275.0,199.4676,84.396,GOOD,20,NONE,1.63319,864.032,930.237,685.902,38.55,52.508,16.173,0.2968,185.648,44.752,1010.041,,,,,,,1.1286,1609.734,,,17.258,37.81,1003.52,3,6,250.0,0.0,250.0,250.0,0.0,0.0,0.0,1,inverter_derating,0.8365,equipment,WATCH,89.0,0.6037,4.5,inverter_derating,poa_wm2,cloud_obstruction_probability,2.5
261002,2015-11-26 03:05:00,2015,11,330,3,5,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F1,GADAG_F1_TG06,420.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,train,152.1773,167.6568,181.0689,462.0,344.8812,94.679,GOOD,32,NONE,-6.19033,,,,12.448,,,,,45.45,1013.657,9.899,234.591,0.1423,9.113,9.736,11.364,1.2361,,9.816,255.309,,13.034,1012.373,19,1,0.0,0.0,0.0,31.4406,0.0,0.0,0.0,1,wind_ramp_down,0.9192,weather,WATCH,89.0,-0.2769,1.45,wind_ramp_down,hub_height_wind_speed_ms,wake_loss_pct,2.5
261003,2016-07-09 04:50:00,2016,7,191,4,50,solar,SOL_PAVAGADA,hub,PAV_HUB_6,PAV_S5_B04,,,250.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,10.1974,10.2833,0.0,275.0,261.7647,98.958,GOOD,16,NONE,1.21,41.097,41.616,24.161,27.016,28.312,28.044,0.3337,207.891,36.843,1008.096,,,,,,,1.1697,133.231,,,33.052,29.294,1008.469,8,2,35.2698,17.4161,28.7935,40.1708,6.4764,6.4764,2.5905,1,normal,0.0705,normal,NORMAL,88.819,0.5187,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
261004,2020-06-03 23:25:00,2020,6,155,23,25,wind,WND_GADAG_CLUSTER,block,,,GADAG_F2,GADAG_F2_TG06,20.0,day_ahead_40hour,2400,day_ahead_scheduling,Day-ahead probabilistic forecast,nwp_ensemble_quantile_calibration,calibrated_ensemble_quantiles,train,0.33,0.3506,8.2449,22.0,18.1594,96.257,GOOD,32,NONE,0.03181,,,,24.723,,,,,50.068,1008.65,5.438,261.855,0.1642,5.047,5.52,11.77,1.1793,,4.171,291.06,,23.815,1008.708,8,6,20.0,0.0,0.6551,5.1778,19.3449,19.3449,96.7243,0,normal,0.0612,normal,NORMAL,35.0,-0.1862,2.0,wind_normal_regime,nwp_wind_speed_100m_ms,wake_loss_pct,1.0
261005,2023-08-15 17:25:00,2023,8,227,17,25,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F3,GADAG_F3_TG02,420.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,0.602,0.6116,173.402,462.0,334.0542,95.917,GOOD,7,NONE,0.84338,,,,28.624,,,,,20.679,1019.197,4.075,251.934,0.158,3.72,4.565,14.521,1.1762,,3.79,225.116,,29.24,1014.064,16,0,44.4025,26.0877,46.1089,66.13,-1.7063,1.7063,0.4063,1,normal,0.0938,normal,NORMAL,93.187,-0.4062,1.025,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
261006,2020-07-20 17:45:00,2020,7,202,17,45,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F3,GADAG_F3_TG05,420.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,2.3203,2.5043,169.3104,462.0,355.9021,95.367,GOOD,32,NONE,-2.2629,,,,27.055,,,,,46.273,1017.035,4.654,145.63,0.1167,4.273,4.83,4.013,1.1799,,4.509,149.032,,27.325,1018.674,20,1,0.0,0.0,0.0,20.0211,0.0,0.0,0.0,1,normal,0.0896,normal,NORMAL,94.0,0.3711,1.025,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
261007,2024-09-14 22:15:00,2024,9,258,22,15,solar,SOL_PAVAGADA,block,PAV_HUB_7,PAV_S1_B03,,,50.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,validation,0.7802,0.8253,0.0,55.0,39.3854,95.037,GOOD,31,NONE,0.20136,17.287,16.506,13.219,22.724,21.357,15.107,0.2195,159.722,33.228,1008.293,,,,,,,1.1869,0.0,,,19.28,23.193,1006.386,6,0,1.7715,0.0,1.6083,3.8601,0.1633,0.1633,0.3265,1,normal,0.0208,normal,NORMAL,93.347,-0.6298,1.0021,solar_clear_or_mixed,actual_mw,cloud_obstruction_probability,1.25
261008,2017-01-07 09:30:00,2017,1,7,9,30,wind,WND_GADAG_CLUSTER,block,,,GADAG_F2,GADAG_F2_TG05,20.0,2hour,120,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,3.2515,3.4445,8.6001,22.0,16.6393,96.694,GOOD,33,NONE,-0.13173,,,,22.713,,,,,46.473,1005.324,8.23,242.759,0.1853,8.499,8.453,12.26,1.1834,,7.397,219.636,,19.898,1007.21,11,0,0.0,0.0,0.0,1.0125,0.0,0.0,0.0,1,normal,0.1199,normal,NORMAL,94.0,0.156,1.05,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
261009,2017-07-29 01:10:00,2017,7,210,1,10,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F3,GADAG_F3_TG01,420.0,8day,11520,weekly_planning_outlook,Medium-range planning outlook,ensemble_analog_climatology_band,scenario_band,train,19.1105,19.4522,187.4723,462.0,358.6287,97.223,GOOD,31,NONE,0.25895,,,,26.02,,,,,50.809,1013.479,6.322,294.612,0.1078,5.962,6.868,7.881,1.1798,,7.355,301.036,,20.683,1015.591,17,6,420.0,0.0,44.7959,420.0,375.2041,375.2041,89.3343,1,normal,0.1481,normal,NORMAL,35.0,0.8439,4.5,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
