row_id,timestamp,year,month,day_of_year,hour,minute,asset_type,plant_id,asset_level,hub_id,block_id,wind_farm_id,turbine_group_id,capacity_mw,horizon,horizon_minutes,business_use_case,business_name,model_family,uncertainty_method,train_split,actual_mw,possible_power_mw,scheduled_mw,local_limit_mw,control_setpoint_mw,availability_pct,scada_quality,scada_latency_seconds,curtailment_status,ramp_rate_mw_min,ghi_wm2,poa_wm2,dni_wm2,ambient_temp_c,module_temp_c,cloud_cover_pct,cloud_obstruction_probability,sky_camera_cloud_motion_deg,humidity_pct,pressure_hpa,hub_height_wind_speed_ms,wind_direction_deg,turbulence_intensity,nacelle_wind_speed_ms,lidar_upstream_wind_ms,wake_loss_pct,air_density_kg_m3,nwp_ghi_forecast_wm2,nwp_wind_speed_100m_ms,nwp_wind_direction_deg,nwp_cloud_cover_pct,nwp_temperature_c,nwp_pressure_hpa,nwp_ensemble_member_id,nwp_issue_lag_hours,target_actual_mw_horizon,forecast_p10_mw,forecast_p50_mw,forecast_p90_mw,residual_mw,absolute_error_mw,normalized_error_pct,inside_p10_p90,event_label,event_probability,root_cause,event_severity,model_confidence_pct,learned_residual_bias_mw,learned_uncertainty_scale,learned_regime_id,feature_importance_top1,feature_importance_top2,sample_weight
111000,2016-04-20 06:55:00,2016,4,111,6,55,solar,SOL_PAVAGADA,plant,PAV_HUB_1,PAV_S3_B05,,,2050.0,2hour,120,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,737.2471,827.9452,718.3623,2255.0,1820.737,94.791,GOOD,10,NONE,1.33914,426.357,421.738,285.859,23.622,37.101,13.444,0.1567,282.771,72.895,1004.64,,,,,,,1.179,456.814,,,27.226,22.737,1006.746,15,2,893.9198,798.0177,901.7969,1005.5761,-7.8772,7.8772,0.3843,1,normal,0.1518,normal,NORMAL,93.231,-0.1501,1.05,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
111001,2016-04-17 03:45:00,2016,4,108,3,45,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F2,GADAG_F2_TG07,140.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,26.7285,27.4125,55.1763,154.0,131.8384,97.356,GOOD,17,NONE,0.09992,,,,20.274,,,,,69.74,1009.211,8.31,209.879,0.1119,7.611,9.015,4.651,1.1979,,7.678,224.928,,17.141,1011.197,13,1,28.2822,20.9078,27.2791,33.6504,1.003,1.003,0.7165,1,normal,0.1201,normal,NORMAL,92.567,0.072,1.0062,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
111002,2020-05-18 22:50:00,2020,5,139,22,50,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F3,GADAG_F3_TG05,420.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,16.8574,17.3958,171.6894,462.0,409.7952,97.036,GOOD,25,NONE,-0.58036,,,,26.602,,,,,61.677,1008.666,6.281,249.919,0.1675,6.077,6.33,14.485,1.1719,,5.803,257.725,,25.118,1008.206,3,2,0.0,0.0,8.4218,27.5357,-8.4218,8.4218,2.0052,1,normal,0.1768,normal,NORMAL,89.99,-1.5168,1.0062,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
111003,2025-12-15 18:10:00,2025,12,349,18,10,solar,SOL_PAVAGADA,block,PAV_HUB_1,PAV_S6_B05,,,50.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,test,7.0531,7.5588,7.1724,55.0,46.583,96.195,GOOD,20,NONE,-0.05314,149.319,151.177,118.113,14.169,16.96,41.788,0.361,232.092,62.158,1003.401,,,,,,,1.2163,210.516,,,43.962,13.648,1005.276,2,2,5.6178,2.1475,4.531,6.9144,1.0868,1.0868,2.1736,1,normal,0.1584,normal,NORMAL,89.653,-0.346,1.025,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
111004,2025-10-10 23:00:00,2025,10,283,23,0,solar,SOL_PAVAGADA,block,PAV_HUB_1,PAV_S5_B01,,,50.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,test,0.0,0.0,0.0,55.0,43.4123,95.741,GOOD,16,NONE,-0.87449,0.0,0.0,0.0,23.584,21.808,55.607,0.4348,195.991,42.969,996.878,,,,,,,1.17,0.0,,,60.156,22.882,1000.463,7,2,0.0,0.0,0.0,3.0383,0.0,0.0,0.0,1,cloud_ramp_down,0.6365,weather,WATCH,89.0,-0.8114,1.3521,cloud_ramp_down,actual_mw,cloud_obstruction_probability,3.125
111005,2018-05-31 00:40:00,2018,5,151,0,40,solar,SOL_PAVAGADA,block,PAV_HUB_7,PAV_S4_B02,,,50.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,1.7413,1.7565,0.0,55.0,47.5885,97.124,GOOD,11,NONE,-0.1332,34.805,35.13,20.465,24.775,24.947,42.214,0.3379,204.653,42.399,1015.282,,,,,,,1.1869,47.089,,,33.789,24.506,1009.996,5,0,1.228,0.0,0.0044,2.2799,1.2236,1.2236,2.4472,1,normal,0.0179,normal,NORMAL,89.106,1.7891,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
111006,2019-10-24 11:55:00,2019,10,297,11,55,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F2,GADAG_F2_TG07,140.0,day_ahead_40hour,2400,day_ahead_scheduling,Day-ahead probabilistic forecast,nwp_ensemble_quantile_calibration,calibrated_ensemble_quantiles,train,5.4421,6.7973,58.2845,154.0,133.5578,81.579,GOOD,6,NONE,0.62187,,,,29.361,,,,,44.109,1015.388,6.33,189.411,0.1664,6.41,6.543,4.158,1.169,,7.285,149.858,,28.054,1018.167,9,12,140.0,0.0,24.3159,61.5148,115.6841,115.6841,82.6315,0,turbine_derating,0.6053,equipment,WATCH,35.0,-0.4864,2.35,turbine_derating,nwp_wind_speed_100m_ms,wake_loss_pct,2.5
111007,2017-02-27 03:35:00,2017,2,58,3,35,solar,SOL_PAVAGADA,hub,PAV_HUB_2,PAV_S7_B02,,,250.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,0.0,0.0,0.0,275.0,252.698,96.119,GOOD,33,NONE,-1.75007,0.0,0.0,0.0,13.863,14.773,25.21,0.3128,247.999,64.506,1008.392,,,,,,,1.2236,0.0,,,12.86,13.133,1006.891,3,1,0.0,0.0,0.0,15.5507,0.0,0.0,0.0,1,cloud_ramp_down,0.703,weather,WATCH,89.0,0.8496,1.3625,cloud_ramp_down,poa_wm2,cloud_obstruction_probability,2.5
111008,2022-01-23 18:40:00,2022,1,23,18,40,solar,SOL_PAVAGADA,hub,PAV_HUB_1,PAV_S8_B04,,,250.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,20.0806,20.1973,13.1717,275.0,192.9371,98.052,GOOD,26,NONE,-3.25102,79.416,80.789,48.883,11.164,9.631,47.587,0.4912,276.046,60.838,1004.258,,,,,,,1.2302,21.193,,,47.944,11.408,999.533,18,0,0.0,0.0,0.0,15.5507,0.0,0.0,0.0,1,cloud_ramp_down,0.643,weather,WATCH,89.0,1.8645,1.3625,cloud_ramp_down,poa_wm2,cloud_obstruction_probability,2.5
111009,2025-07-11 23:15:00,2025,7,192,23,15,solar,SOL_PAVAGADA,hub,PAV_HUB_1,PAV_S1_B05,,,250.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,test,14.9355,15.3693,0.0,275.0,231.3257,98.299,STALE,728,NONE,-0.44433,61.732,62.451,34.547,29.647,29.455,54.349,0.5941,285.706,42.659,1014.958,,,,,,,1.1674,31.876,,,70.714,29.891,1017.497,3,1,0.0,0.0,2.2284,20.6324,-2.2284,2.2284,0.8913,1,scada_stale_signal,0.7285,data_quality,WATCH,79.217,1.4517,1.6125,scada_stale_signal,poa_wm2,scada_quality,2.5
