row_id,timestamp,year,month,day_of_year,hour,minute,asset_type,plant_id,asset_level,hub_id,block_id,wind_farm_id,turbine_group_id,capacity_mw,horizon,horizon_minutes,business_use_case,business_name,model_family,uncertainty_method,train_split,actual_mw,possible_power_mw,scheduled_mw,local_limit_mw,control_setpoint_mw,availability_pct,scada_quality,scada_latency_seconds,curtailment_status,ramp_rate_mw_min,ghi_wm2,poa_wm2,dni_wm2,ambient_temp_c,module_temp_c,cloud_cover_pct,cloud_obstruction_probability,sky_camera_cloud_motion_deg,humidity_pct,pressure_hpa,hub_height_wind_speed_ms,wind_direction_deg,turbulence_intensity,nacelle_wind_speed_ms,lidar_upstream_wind_ms,wake_loss_pct,air_density_kg_m3,nwp_ghi_forecast_wm2,nwp_wind_speed_100m_ms,nwp_wind_direction_deg,nwp_cloud_cover_pct,nwp_temperature_c,nwp_pressure_hpa,nwp_ensemble_member_id,nwp_issue_lag_hours,target_actual_mw_horizon,forecast_p10_mw,forecast_p50_mw,forecast_p90_mw,residual_mw,absolute_error_mw,normalized_error_pct,inside_p10_p90,event_label,event_probability,root_cause,event_severity,model_confidence_pct,learned_residual_bias_mw,learned_uncertainty_scale,learned_regime_id,feature_importance_top1,feature_importance_top2,sample_weight
51000,2018-03-16 00:20:00,2018,3,75,0,20,solar,SOL_PAVAGADA,hub,PAV_HUB_8,PAV_S8_B03,,,250.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,2.9837,3.2966,0.0,275.0,237.9233,96.222,GOOD,29,NONE,-0.90449,12.78,13.186,8.874,16.505,18.838,16.262,0.1598,240.057,71.69,1013.354,,,,,,,1.2184,21.893,,,21.914,16.105,1017.009,4,2,0.0,0.0,0.0,11.556,0.0,0.0,0.0,1,normal,0.1755,normal,NORMAL,94.0,1.2457,1.0125,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
51001,2017-05-07 22:20:00,2017,5,127,22,20,solar,SOL_PAVAGADA,plant,PAV_HUB_5,PAV_S3_B04,,,2050.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,11.9964,12.4322,0.0,2255.0,1841.4468,96.94,GOOD,23,NONE,4.05148,5.797,6.064,3.583,25.149,24.083,10.869,0.1456,222.717,64.774,1002.499,,,,,,,1.1704,13.589,,,23.858,23.638,1001.112,15,2,106.6239,0.0,68.2773,161.5715,38.3466,38.3466,1.8706,1,normal,0.0519,normal,NORMAL,90.259,0.8786,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
51002,2020-12-22 14:10:00,2020,12,357,14,10,wind,WND_GADAG_CLUSTER,block,,,GADAG_F2,GADAG_F2_TG01,20.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,8.6179,8.5064,8.4788,22.0,17.8585,99.091,GOOD,23,NONE,0.16532,,,,23.492,,,,,59.944,1003.443,10.084,278.402,0.1852,10.138,10.153,12.794,1.1781,,10.527,262.235,,21.645,1004.964,18,2,11.0554,10.0979,11.0081,11.9183,0.0474,0.0474,0.2369,1,normal,0.0446,normal,NORMAL,93.526,0.6152,1.0062,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
51003,2018-07-16 12:55:00,2018,7,197,12,55,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F3,GADAG_F3_TG02,140.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,0.1491,0.1595,56.1203,154.0,112.7917,96.547,GOOD,32,NONE,0.34849,,,,40.591,,,,,50.117,1007.883,3.953,194.337,0.1755,3.629,4.203,4.118,1.1188,,3.964,210.565,,40.35,1009.149,12,1,14.1153,3.0885,9.5599,16.0312,4.5554,4.5554,3.2539,1,normal,0.0741,normal,NORMAL,87.492,-0.9463,1.0125,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
51004,2022-06-18 02:10:00,2022,6,169,2,10,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F1,GADAG_F1_TG06,420.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,22.5897,24.3107,163.4084,462.0,391.2123,96.299,GOOD,12,NONE,-2.40515,,,,22.986,,,,,38.515,1007.223,6.663,225.31,0.1351,6.403,6.632,14.119,1.1846,,7.058,213.581,,22.292,1007.037,19,0,0.0,0.0,0.0,20.0211,0.0,0.0,0.0,1,normal,0.1413,normal,NORMAL,94.0,0.8587,1.025,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
51005,2018-12-13 02:25:00,2018,12,347,2,25,solar,SOL_PAVAGADA,block,PAV_HUB_8,PAV_S5_B02,,,50.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,0.4183,0.419,0.0,55.0,41.8721,97.28,GOOD,9,NONE,-0.24776,8.096,8.38,5.224,13.228,14.412,47.343,0.4563,237.371,65.408,1012.457,,,,,,,1.2313,0.0,,,47.386,10.795,1006.017,11,2,0.0,0.0,0.0,2.3112,0.0,0.0,0.0,1,normal,0.0129,normal,NORMAL,94.0,0.1443,1.0125,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
51006,2023-04-12 00:10:00,2023,4,102,0,10,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F1,GADAG_F1_TG03,420.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,23.7784,24.9482,182.8354,462.0,437.4392,95.883,GOOD,14,NONE,-1.49411,,,,19.266,,,,,55.601,1006.671,6.668,232.458,0.1327,6.0,6.997,12.269,1.199,,6.392,249.114,,17.732,1008.208,20,1,0.0,0.0,0.0,19.4141,0.0,0.0,0.0,1,normal,0.1163,normal,NORMAL,94.0,1.0759,1.0125,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
51007,2016-12-30 04:55:00,2016,12,365,4,55,wind,WND_GADAG_CLUSTER,block,,,GADAG_F2,GADAG_F2_TG02,20.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,13.1574,13.6736,8.6556,22.0,16.0818,94.805,GOOD,33,NONE,0.01178,,,,10.775,,,,,68.287,1008.971,11.267,240.491,0.1427,10.684,11.481,11.786,1.2376,,11.261,254.045,,13.746,1005.288,10,1,13.8543,12.4548,13.365,14.2751,0.4893,0.4893,2.4466,1,normal,0.0558,normal,NORMAL,89.107,-1.4561,1.0062,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
51008,2015-06-12 19:35:00,2015,6,163,19,35,wind,WND_GADAG_CLUSTER,block,,,GADAG_F3,GADAG_F3_TG06,20.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,0.0082,0.0086,8.333,22.0,20.8594,96.26,GOOD,29,NONE,0.00557,,,,24.77,,,,,44.175,1008.538,3.705,225.981,0.1665,3.454,3.891,10.813,1.179,,3.176,243.125,,25.38,1013.359,8,2,0.0397,0.0,0.0325,0.9332,0.0073,0.0073,0.0363,1,normal,0.1282,normal,NORMAL,93.927,0.358,1.0021,wind_normal_regime,actual_mw,wake_loss_pct,1.25
51009,2023-08-25 18:00:00,2023,8,237,18,0,wind,WND_GADAG_CLUSTER,block,,,GADAG_F3,GADAG_F3_TG05,20.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,0.001,0.001,8.0859,22.0,15.8967,95.911,GOOD,28,NONE,-0.33179,,,,27.506,,,,,28.189,996.38,3.35,221.426,0.1508,3.109,3.318,12.628,1.1542,,3.094,211.575,,28.845,997.681,10,0,0.0,0.0,0.0,1.2441,0.0,0.0,0.0,1,wind_ramp_down,0.6199,weather,WATCH,89.0,-0.4038,1.3625,wind_ramp_down,hub_height_wind_speed_ms,wake_loss_pct,2.5
