row_id,timestamp,year,month,day_of_year,hour,minute,asset_type,plant_id,asset_level,hub_id,block_id,wind_farm_id,turbine_group_id,capacity_mw,horizon,horizon_minutes,business_use_case,business_name,model_family,uncertainty_method,train_split,actual_mw,possible_power_mw,scheduled_mw,local_limit_mw,control_setpoint_mw,availability_pct,scada_quality,scada_latency_seconds,curtailment_status,ramp_rate_mw_min,ghi_wm2,poa_wm2,dni_wm2,ambient_temp_c,module_temp_c,cloud_cover_pct,cloud_obstruction_probability,sky_camera_cloud_motion_deg,humidity_pct,pressure_hpa,hub_height_wind_speed_ms,wind_direction_deg,turbulence_intensity,nacelle_wind_speed_ms,lidar_upstream_wind_ms,wake_loss_pct,air_density_kg_m3,nwp_ghi_forecast_wm2,nwp_wind_speed_100m_ms,nwp_wind_direction_deg,nwp_cloud_cover_pct,nwp_temperature_c,nwp_pressure_hpa,nwp_ensemble_member_id,nwp_issue_lag_hours,target_actual_mw_horizon,forecast_p10_mw,forecast_p50_mw,forecast_p90_mw,residual_mw,absolute_error_mw,normalized_error_pct,inside_p10_p90,event_label,event_probability,root_cause,event_severity,model_confidence_pct,learned_residual_bias_mw,learned_uncertainty_scale,learned_regime_id,feature_importance_top1,feature_importance_top2,sample_weight
96000,2017-07-18 11:40:00,2017,7,199,11,40,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F1,GADAG_F1_TG02,140.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,11.0179,11.2455,55.5433,154.0,113.1076,96.891,GOOD,29,NONE,0.86638,,,,34.504,,,,,49.69,1000.158,6.97,185.292,0.1556,6.613,6.638,6.403,1.1322,,7.912,160.817,,35.035,1000.394,12,2,25.1509,17.3712,23.7425,30.1138,1.4085,1.4085,1.006,1,normal,0.1395,normal,NORMAL,91.988,-0.0452,1.0062,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
96001,2024-05-17 01:10:00,2024,5,138,1,10,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F3,GADAG_F3_TG04,420.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,validation,29.5206,29.8481,178.6512,462.0,401.3121,98.355,GOOD,9,NONE,0.08109,,,,20.226,,,,,55.274,1017.904,6.818,203.454,0.1243,6.522,7.351,6.883,1.2084,,7.302,198.934,,18.86,1019.43,11,1,39.615,12.8196,31.9335,51.0474,7.6815,7.6815,1.8289,1,normal,0.0597,normal,NORMAL,90.342,0.5196,1.0062,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
96002,2016-08-23 21:30:00,2016,8,236,21,30,solar,SOL_PAVAGADA,plant,PAV_HUB_5,PAV_S1_B03,,,2050.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,train,0.0,0.0,0.0,2255.0,2128.1083,97.776,SUSPECT,27,NONE,-23.16535,0.0,0.0,0.0,18.53,18.558,56.368,0.5399,270.771,30.931,1011.438,,,,,,,1.2077,0.0,,,60.025,18.483,1016.258,18,2,0.0,0.0,0.0,179.9189,0.0,0.0,0.0,1,cloud_ramp_down,0.7836,weather,WATCH,81.0,0.1383,1.7,cloud_ramp_down,poa_wm2,scada_quality,2.5
96003,2024-04-11 00:45:00,2024,4,102,0,45,wind,WND_GADAG_CLUSTER,plant,,,GADAG_F1,GADAG_F1_TG02,420.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,validation,181.0675,221.0042,181.0479,462.0,371.0935,79.513,GOOD,16,NONE,-1.41536,,,,18.452,,,,,65.248,1016.442,10.326,342.251,0.1764,10.723,10.533,2.451,1.214,,10.078,329.309,,19.534,1012.452,15,0,163.3148,151.002,176.5235,202.0451,-13.2087,13.2087,3.1449,1,turbine_derating,0.8993,equipment,WATCH,82.71,-0.8569,1.3521,turbine_derating,actual_mw,wake_loss_pct,3.125
96004,2023-10-04 15:35:00,2023,10,277,15,35,solar,SOL_PAVAGADA,block,PAV_HUB_2,PAV_S8_B04,,,50.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,24.548,24.5555,25.9174,55.0,50.9603,97.248,GOOD,33,NONE,0.04803,483.696,515.239,306.511,27.263,38.38,47.992,0.4724,262.836,42.387,1009.381,,,,,,,1.1702,466.839,,,59.975,27.227,1005.206,15,0,24.2085,22.7822,25.0577,27.3331,-0.8491,0.8491,1.6983,1,normal,0.1543,normal,NORMAL,90.603,1.39,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
96005,2017-06-23 09:20:00,2017,6,174,9,20,solar,SOL_PAVAGADA,block,PAV_HUB_3,PAV_S3_B05,,,50.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,train,34.0412,34.1179,33.1581,55.0,38.2743,97.9,GOOD,5,NONE,0.40622,725.017,754.19,337.082,38.656,52.212,16.569,0.2198,188.267,52.921,1007.378,,,,,,,1.1252,722.429,,,28.232,38.037,1005.1,7,0,50.0,47.1605,50.0,50.0,0.0,0.0,0.0,1,normal,0.115,normal,NORMAL,94.0,-0.0261,1.1,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
96006,2018-07-27 12:20:00,2018,7,208,12,20,solar,SOL_PAVAGADA,block,PAV_HUB_3,PAV_S1_B03,,,50.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,31.1772,34.0402,38.7795,55.0,41.4758,96.3,GOOD,27,NONE,-0.10583,801.492,768.229,614.215,37.182,57.515,23.468,0.0838,168.955,40.187,1007.069,,,,,,,1.1302,832.476,,,24.318,35.109,1005.802,7,0,26.9634,26.9058,29.217,31.5282,-2.2537,2.2537,4.5073,1,normal,0.1001,normal,NORMAL,84.985,0.3917,1.0125,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
96007,2022-10-05 04:55:00,2022,10,278,4,55,solar,SOL_PAVAGADA,block,PAV_HUB_3,PAV_S8_B02,,,50.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,0.0,0.0,0.0,55.0,47.827,96.924,GOOD,23,NONE,-0.11162,0.0,0.0,0.0,18.045,14.298,23.657,0.1884,226.882,49.13,1006.563,,,,,,,1.2039,151.483,,,27.324,20.053,1002.865,8,1,0.0,0.0,0.0,2.3112,0.0,0.0,0.0,1,normal,0.1013,normal,NORMAL,94.0,-0.4905,1.0125,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
96008,2025-01-14 13:05:00,2025,1,14,13,5,solar,SOL_PAVAGADA,block,PAV_HUB_3,PAV_S5_B05,,,50.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,test,24.9188,27.405,39.8274,55.0,44.2472,95.638,GOOD,26,NONE,-0.66877,584.465,587.108,370.924,24.638,43.983,55.098,0.4722,280.36,69.841,1009.456,,,,,,,1.1806,665.052,,,63.13,23.372,1009.919,18,2,15.9627,13.6569,16.7238,19.7908,-0.7611,0.7611,1.5222,1,cloud_ramp_down,0.6167,weather,WATCH,85.956,-0.3235,1.3563,cloud_ramp_down,poa_wm2,cloud_obstruction_probability,2.5
96009,2025-11-07 01:50:00,2025,11,311,1,50,solar,SOL_PAVAGADA,block,PAV_HUB_2,PAV_S1_B04,,,50.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,test,0.7733,0.7862,0.0,55.0,42.3582,96.66,GOOD,17,NONE,-0.05015,15.773,15.724,11.503,12.616,14.028,36.795,0.4399,202.46,46.349,995.17,,,,,,,1.2128,65.349,,,47.785,12.706,992.755,11,2,0.0,0.0,0.0,2.8395,0.0,0.0,0.0,1,normal,0.1016,normal,NORMAL,94.0,-0.2715,1.1,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
