row_id,timestamp,year,month,day_of_year,hour,minute,asset_type,plant_id,asset_level,hub_id,block_id,wind_farm_id,turbine_group_id,capacity_mw,horizon,horizon_minutes,business_use_case,business_name,model_family,uncertainty_method,train_split,actual_mw,possible_power_mw,scheduled_mw,local_limit_mw,control_setpoint_mw,availability_pct,scada_quality,scada_latency_seconds,curtailment_status,ramp_rate_mw_min,ghi_wm2,poa_wm2,dni_wm2,ambient_temp_c,module_temp_c,cloud_cover_pct,cloud_obstruction_probability,sky_camera_cloud_motion_deg,humidity_pct,pressure_hpa,hub_height_wind_speed_ms,wind_direction_deg,turbulence_intensity,nacelle_wind_speed_ms,lidar_upstream_wind_ms,wake_loss_pct,air_density_kg_m3,nwp_ghi_forecast_wm2,nwp_wind_speed_100m_ms,nwp_wind_direction_deg,nwp_cloud_cover_pct,nwp_temperature_c,nwp_pressure_hpa,nwp_ensemble_member_id,nwp_issue_lag_hours,target_actual_mw_horizon,forecast_p10_mw,forecast_p50_mw,forecast_p90_mw,residual_mw,absolute_error_mw,normalized_error_pct,inside_p10_p90,event_label,event_probability,root_cause,event_severity,model_confidence_pct,learned_residual_bias_mw,learned_uncertainty_scale,learned_regime_id,feature_importance_top1,feature_importance_top2,sample_weight
234000,2024-06-13 15:05:00,2024,6,165,15,5,solar,SOL_PAVAGADA,block,PAV_HUB_2,PAV_S4_B04,,,50.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,validation,25.7348,27.0971,29.3194,55.0,44.4686,97.586,GOOD,3,NONE,0.04353,594.633,589.451,466.457,31.689,48.028,33.92,0.4185,233.469,41.179,1007.013,,,,,,,1.1505,656.007,,,49.586,32.41,1008.835,18,0,24.7659,24.3004,26.5522,28.804,-1.7863,1.7863,3.5726,1,normal,0.1048,normal,NORMAL,86.855,-0.1434,1.0021,solar_clear_or_mixed,actual_mw,cloud_obstruction_probability,1.25
234001,2018-06-04 08:00:00,2018,6,155,8,0,wind,WND_GADAG_CLUSTER,block,,,GADAG_F2,GADAG_F2_TG07,20.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,2.1223,2.1456,8.0422,22.0,19.1675,96.949,GOOD,7,NONE,0.03391,,,,35.147,,,,,42.035,1009.49,7.515,274.533,0.1645,6.989,7.613,15.028,1.1404,,7.52,262.832,,34.644,1009.998,14,0,2.1482,1.3772,2.2779,3.1786,-0.1297,0.1297,0.6485,1,normal,0.1505,normal,NORMAL,92.703,0.2824,1.0021,wind_normal_regime,actual_mw,wake_loss_pct,1.25
234002,2017-07-27 00:50:00,2017,7,208,0,50,solar,SOL_PAVAGADA,block,PAV_HUB_6,PAV_S3_B05,,,50.0,8day,11520,weekly_planning_outlook,Medium-range planning outlook,ensemble_analog_climatology_band,scenario_band,train,0.6201,0.7607,0.0,55.0,47.2063,84.67,GOOD,25,NONE,-0.05772,16.046,15.46,10.388,26.049,29.536,20.302,0.1988,274.241,40.245,1004.165,,,,,,,1.1689,0.0,,,9.147,20.653,1007.702,18,6,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1,inverter_derating,0.6186,equipment,WATCH,89.0,1.512,4.5,inverter_derating,poa_wm2,cloud_obstruction_probability,2.5
234003,2021-09-02 20:55:00,2021,9,245,20,55,solar,SOL_PAVAGADA,plant,PAV_HUB_6,PAV_S7_B05,,,2050.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,train,0.0,0.0,0.0,2255.0,1601.2872,97.523,GOOD,21,NONE,-7.6193,0.0,0.0,0.0,22.019,17.405,7.039,0.0,288.281,22.941,1011.198,,,,,,,1.1931,6.618,,,0.0,22.276,1004.668,18,0,0.0,0.0,0.0,116.4181,0.0,0.0,0.0,1,normal,0.1039,normal,NORMAL,94.0,-0.7837,1.1,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
234004,2021-04-03 09:30:00,2021,4,93,9,30,solar,SOL_PAVAGADA,block,PAV_HUB_4,PAV_S5_B03,,,50.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,27.5765,29.4158,33.1493,55.0,45.3545,97.43,GOOD,10,NONE,0.6146,641.579,626.82,413.419,27.497,42.55,54.412,0.5965,270.22,73.131,1011.238,,,,,,,1.1714,682.989,,,55.059,26.204,1011.343,5,2,29.5677,27.9468,30.9851,34.0234,-1.4174,1.4174,2.8347,1,cloud_ramp_up,0.8071,weather,WATCH,83.331,1.0206,1.3521,cloud_ramp_up,actual_mw,cloud_obstruction_probability,3.125
234005,2015-01-17 21:50:00,2015,1,17,21,50,solar,SOL_PAVAGADA,block,PAV_HUB_7,PAV_S4_B02,,,50.0,day_ahead_40hour,2400,day_ahead_scheduling,Day-ahead probabilistic forecast,nwp_ensemble_quantile_calibration,calibrated_ensemble_quantiles,train,0.0,0.0,0.0,55.0,48.7113,96.558,GOOD,19,NONE,-0.04258,0.0,0.0,0.0,7.076,9.717,34.89,0.3305,207.604,64.615,1005.838,,,,,,,1.2501,0.0,,,27.465,7.069,1005.915,1,6,0.0,0.0,0.0,11.3067,0.0,0.0,0.0,1,normal,0.0376,normal,NORMAL,94.0,-0.0928,2.0,solar_clear_or_mixed,nwp_ghi_forecast_wm2,cloud_obstruction_probability,1.0
234006,2021-07-02 20:00:00,2021,7,183,20,0,wind,WND_GADAG_CLUSTER,block,,,GADAG_F2,GADAG_F2_TG02,20.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,0.48,0.4979,8.9878,22.0,15.0113,96.463,GOOD,28,NONE,0.0549,,,,22.44,,,,,52.551,1022.312,5.657,292.423,0.1145,5.477,5.904,3.264,1.2045,,5.889,317.656,,21.974,1021.43,9,0,0.0,0.0,0.743,1.6437,-0.743,0.743,3.7151,1,normal,0.1258,normal,NORMAL,86.57,0.3633,1.0021,wind_normal_regime,actual_mw,wake_loss_pct,1.25
234007,2016-04-01 18:15:00,2016,4,92,18,15,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F1,GADAG_F1_TG06,140.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,14.1501,14.6387,55.3012,154.0,112.8006,97.094,GOOD,4,NONE,-0.09768,,,,20.877,,,,,64.878,1006.563,7.424,260.725,0.1223,6.922,7.259,11.958,1.1923,,6.424,261.384,,19.823,1008.756,16,1,9.9236,1.4656,8.1393,14.813,1.7843,1.7843,1.2745,1,normal,0.029,normal,NORMAL,91.451,0.3198,1.025,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
234008,2015-01-06 05:45:00,2015,1,6,5,45,wind,WND_GADAG_CLUSTER,block,,,GADAG_F1,GADAG_F1_TG06,20.0,day_ahead_40hour,2400,day_ahead_scheduling,Day-ahead probabilistic forecast,nwp_ensemble_quantile_calibration,calibrated_ensemble_quantiles,train,15.3389,16.103,8.1123,22.0,20.0257,97.063,GOOD,24,NONE,-0.01678,,,,13.609,,,,,80.831,1019.982,11.876,249.767,0.133,10.633,12.567,16.059,1.2388,,13.013,236.698,,12.178,1020.143,19,0,0.0,11.7461,16.2688,20.0,-16.2688,16.2688,81.3439,0,normal,0.104,normal,NORMAL,35.0,0.7236,2.0,wind_normal_regime,nwp_wind_speed_100m_ms,wake_loss_pct,1.0
234009,2023-12-30 16:15:00,2023,12,364,16,15,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F3,GADAG_F3_TG07,140.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,15.2254,16.609,57.063,154.0,144.445,96.104,GOOD,11,NONE,-0.84574,,,,17.239,,,,,67.605,1005.852,7.462,333.038,0.1556,7.012,7.262,2.678,1.2064,,7.563,351.083,,15.363,1007.012,18,0,0.0,0.0,0.0,6.4714,0.0,0.0,0.0,1,normal,0.1068,normal,NORMAL,94.0,1.2084,1.0125,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
234010,2015-01-10 03:15:00,2015,1,10,3,15,solar,SOL_PAVAGADA,hub,PAV_HUB_6,PAV_S7_B04,,,250.0,8day,11520,weekly_planning_outlook,Medium-range planning outlook,ensemble_analog_climatology_band,scenario_band,train,0.0,0.0,0.0,275.0,229.8508,96.626,GOOD,3,NONE,-0.71613,0.0,0.0,0.0,12.892,13.911,31.412,0.398,225.708,62.812,1001.973,,,,,,,1.22,540.111,,,35.024,13.866,1001.636,13,12,0.0,0.0,101.8832,250.0,-101.8832,101.8832,40.7533,1,normal,0.0282,normal,NORMAL,35.0,0.681,4.5,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
234011,2021-06-19 06:55:00,2021,6,170,6,55,wind,WND_GADAG_CLUSTER,block,,,GADAG_F1,GADAG_F1_TG04,20.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,3.1178,3.1245,9.2166,22.0,16.7333,97.308,GOOD,34,NONE,-0.03104,,,,30.186,,,,,47.839,1010.792,7.937,165.671,0.2013,7.439,8.04,5.36,1.1605,,8.166,162.238,,27.919,1009.733,8,2,2.4746,1.8348,2.745,3.6552,-0.2704,0.2704,1.3519,1,normal,0.1391,normal,NORMAL,91.296,-0.7453,1.0062,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
234012,2025-07-18 21:50:00,2025,7,199,21,50,solar,SOL_PAVAGADA,block,PAV_HUB_2,PAV_S5_B03,,,50.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,test,0.0,0.0,0.0,55.0,49.7506,97.832,GOOD,20,NONE,0.12861,0.0,0.0,0.0,23.621,22.392,9.406,0.1851,220.048,44.734,1006.9,,,,,,,1.1816,0.0,,,0.0,22.7,1010.372,8,1,1.8647,1.1612,3.4724,5.7836,-1.6077,1.6077,3.2154,1,normal,0.1361,normal,NORMAL,87.569,-0.0124,1.0125,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
234013,2025-08-07 01:05:00,2025,8,219,1,5,solar,SOL_PAVAGADA,block,PAV_HUB_3,PAV_S2_B03,,,50.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,test,0.0,0.0,0.0,55.0,37.9534,96.735,GOOD,31,NONE,-0.05067,0.0,0.0,0.0,23.892,21.789,54.29,0.5098,220.261,30.967,1009.134,,,,,,,1.1832,60.408,,,60.435,25.776,1009.39,20,2,0.0,0.0,0.0,2.8395,0.0,0.0,0.0,1,normal,0.115,normal,NORMAL,94.0,0.0605,1.1,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
