row_id,timestamp,year,month,day_of_year,hour,minute,asset_type,plant_id,asset_level,hub_id,block_id,wind_farm_id,turbine_group_id,capacity_mw,horizon,horizon_minutes,business_use_case,business_name,model_family,uncertainty_method,train_split,actual_mw,possible_power_mw,scheduled_mw,local_limit_mw,control_setpoint_mw,availability_pct,scada_quality,scada_latency_seconds,curtailment_status,ramp_rate_mw_min,ghi_wm2,poa_wm2,dni_wm2,ambient_temp_c,module_temp_c,cloud_cover_pct,cloud_obstruction_probability,sky_camera_cloud_motion_deg,humidity_pct,pressure_hpa,hub_height_wind_speed_ms,wind_direction_deg,turbulence_intensity,nacelle_wind_speed_ms,lidar_upstream_wind_ms,wake_loss_pct,air_density_kg_m3,nwp_ghi_forecast_wm2,nwp_wind_speed_100m_ms,nwp_wind_direction_deg,nwp_cloud_cover_pct,nwp_temperature_c,nwp_pressure_hpa,nwp_ensemble_member_id,nwp_issue_lag_hours,target_actual_mw_horizon,forecast_p10_mw,forecast_p50_mw,forecast_p90_mw,residual_mw,absolute_error_mw,normalized_error_pct,inside_p10_p90,event_label,event_probability,root_cause,event_severity,model_confidence_pct,learned_residual_bias_mw,learned_uncertainty_scale,learned_regime_id,feature_importance_top1,feature_importance_top2,sample_weight
105000,2017-01-31 14:10:00,2017,1,31,14,10,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F2,GADAG_F2_TG06,140.0,8day,11520,weekly_planning_outlook,Medium-range planning outlook,ensemble_analog_climatology_band,scenario_band,train,21.9559,22.5086,59.3677,154.0,123.8048,97.555,GOOD,24,NONE,0.07621,,,,25.171,,,,,67.279,1009.814,7.988,316.112,0.105,7.094,8.44,5.551,1.1789,,6.506,41.007,,14.6,1006.952,17,6,140.0,0.0,11.3121,140.0,128.6879,128.6879,91.9199,1,normal,0.0613,normal,NORMAL,35.0,0.2125,4.5,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
105001,2017-09-23 12:35:00,2017,9,266,12,35,solar,SOL_PAVAGADA,plant,PAV_HUB_2,PAV_S3_B02,,,2050.0,2hour,120,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,1283.1461,1339.6102,1465.5884,2255.0,1706.2528,96.244,GOOD,22,NONE,-4.99369,689.977,711.259,408.318,33.397,48.215,31.056,0.3288,275.194,25.803,1006.767,,,,,,,1.1438,603.191,,,45.363,32.356,1009.246,8,2,750.8532,632.2039,735.9831,839.7623,14.8702,14.8702,0.7254,1,normal,0.0983,normal,NORMAL,92.549,0.0489,1.05,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
105002,2023-07-03 02:35:00,2023,7,184,2,35,solar,SOL_PAVAGADA,hub,PAV_HUB_5,PAV_S8_B04,,,250.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,0.0,0.0,0.0,275.0,214.2547,98.112,STALE,831,NONE,0.23684,0.0,0.0,0.0,26.232,26.054,41.344,0.3154,254.586,47.804,1017.276,,,,,,,1.1834,70.92,,,39.029,27.28,1013.893,14,0,0.0,0.0,2.8246,20.8249,-2.8246,2.8246,1.1299,1,scada_stale_signal,0.6133,data_quality,WATCH,78.74,-0.982,1.6021,scada_stale_signal,actual_mw,scada_quality,3.125
105003,2016-06-03 13:00:00,2016,6,155,13,0,solar,SOL_PAVAGADA,block,PAV_HUB_2,PAV_S6_B04,,,50.0,day_ahead_40hour,2400,day_ahead_scheduling,Day-ahead probabilistic forecast,nwp_ensemble_quantile_calibration,calibrated_ensemble_quantiles,train,37.192,39.9281,34.6297,55.0,44.5272,95.689,GOOD,15,NONE,0.12996,859.332,883.16,570.901,36.97,52.368,21.504,0.2935,208.624,45.627,1006.938,,,,,,,1.1308,761.422,,,10.491,40.047,1007.203,3,6,50.0,27.2675,38.5742,49.8808,11.4258,11.4258,22.8517,0,normal,0.1569,normal,NORMAL,48.297,0.7785,2.0,solar_clear_or_mixed,nwp_ghi_forecast_wm2,cloud_obstruction_probability,1.0
105004,2025-05-29 21:30:00,2025,5,149,21,30,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F2,GADAG_F2_TG06,140.0,2hour,120,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,test,0.8444,0.9115,59.5968,154.0,105.3414,98.505,GOOD,13,NONE,-0.10904,,,,25.431,,,,,53.201,1007.047,4.758,263.19,0.176,4.298,4.633,12.61,1.1746,,4.572,294.453,,27.447,1002.196,20,2,0.0,0.0,0.0,9.4498,0.0,0.0,0.0,1,wake_loss_event,0.7934,weather,WATCH,89.0,-0.7289,1.4,wake_loss_event,hub_height_wind_speed_ms,wake_loss_pct,2.5
105005,2024-11-05 10:00:00,2024,11,310,10,0,solar,SOL_PAVAGADA,block,PAV_HUB_1,PAV_S2_B04,,,50.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,validation,29.994,31.5172,39.2534,55.0,43.0837,96.088,GOOD,5,NONE,-0.09071,664.431,667.416,378.997,27.112,40.87,18.602,0.3208,252.572,37.176,1005.655,,,,,,,1.1665,703.61,,,14.358,27.937,1006.322,6,1,25.9854,27.8165,30.0683,32.3201,-4.0829,4.0829,8.1658,0,normal,0.0135,normal,NORMAL,77.668,-1.0685,1.0021,solar_clear_or_mixed,actual_mw,cloud_obstruction_probability,1.25
105006,2022-09-25 20:05:00,2022,9,268,20,5,wind,WND_GADAG_CLUSTER,block,,,GADAG_F2,GADAG_F2_TG07,20.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,0.223,0.2746,7.7827,22.0,20.3785,83.455,GOOD,14,NONE,0.07527,,,,20.309,,,,,39.69,1012.516,5.181,212.538,0.2042,4.968,5.576,3.502,1.2016,,4.566,210.428,,19.885,1014.672,11,1,4.0318,2.9968,4.2757,5.5546,-0.2439,0.2439,1.2193,1,turbine_derating,0.8425,equipment,WATCH,86.561,-1.0629,1.375,turbine_derating,hub_height_wind_speed_ms,wake_loss_pct,2.5
105007,2020-09-15 18:05:00,2020,9,259,18,5,solar,SOL_PAVAGADA,hub,PAV_HUB_4,PAV_S4_B05,,,250.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,52.399,50.344,36.9114,275.0,199.646,97.563,GOOD,22,NONE,0.31088,190.161,203.065,153.39,24.951,27.376,29.916,0.3364,179.142,30.796,1018.511,,,,,,,1.1899,232.558,,,30.057,27.041,1015.639,3,1,47.934,43.0715,54.3304,65.5894,-6.3965,6.3965,2.5586,1,normal,0.0673,normal,NORMAL,88.883,0.5572,1.0021,solar_clear_or_mixed,actual_mw,cloud_obstruction_probability,1.25
105008,2017-01-14 14:55:00,2017,1,14,14,55,solar,SOL_PAVAGADA,hub,PAV_HUB_8,PAV_S4_B05,,,250.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,133.388,134.7029,148.7007,275.0,246.0162,99.729,GOOD,33,NONE,2.29418,552.905,553.797,340.903,20.879,32.731,38.51,0.2193,203.399,66.84,1011.494,,,,,,,1.1981,599.558,,,41.259,21.267,1008.562,17,1,167.2148,154.6323,166.0096,177.3869,1.2052,1.2052,0.4821,1,normal,0.0688,normal,NORMAL,93.036,0.7752,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
105009,2024-12-29 03:25:00,2024,12,364,3,25,solar,SOL_PAVAGADA,block,PAV_HUB_1,PAV_S7_B05,,,50.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,validation,1.6085,1.6395,0.0,55.0,41.8388,97.579,GOOD,33,NONE,0.16035,32.175,32.789,21.806,10.324,9.459,54.181,0.5717,129.069,53.843,1011.91,,,,,,,1.2432,93.04,,,42.675,11.2,1012.564,13,0,11.1463,8.1881,10.5716,12.9551,0.5747,0.5747,1.1493,1,normal,0.0357,normal,NORMAL,91.701,-1.0747,1.025,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
