row_id,timestamp,year,month,day_of_year,hour,minute,asset_type,plant_id,asset_level,hub_id,block_id,wind_farm_id,turbine_group_id,capacity_mw,horizon,horizon_minutes,business_use_case,business_name,model_family,uncertainty_method,train_split,actual_mw,possible_power_mw,scheduled_mw,local_limit_mw,control_setpoint_mw,availability_pct,scada_quality,scada_latency_seconds,curtailment_status,ramp_rate_mw_min,ghi_wm2,poa_wm2,dni_wm2,ambient_temp_c,module_temp_c,cloud_cover_pct,cloud_obstruction_probability,sky_camera_cloud_motion_deg,humidity_pct,pressure_hpa,hub_height_wind_speed_ms,wind_direction_deg,turbulence_intensity,nacelle_wind_speed_ms,lidar_upstream_wind_ms,wake_loss_pct,air_density_kg_m3,nwp_ghi_forecast_wm2,nwp_wind_speed_100m_ms,nwp_wind_direction_deg,nwp_cloud_cover_pct,nwp_temperature_c,nwp_pressure_hpa,nwp_ensemble_member_id,nwp_issue_lag_hours,target_actual_mw_horizon,forecast_p10_mw,forecast_p50_mw,forecast_p90_mw,residual_mw,absolute_error_mw,normalized_error_pct,inside_p10_p90,event_label,event_probability,root_cause,event_severity,model_confidence_pct,learned_residual_bias_mw,learned_uncertainty_scale,learned_regime_id,feature_importance_top1,feature_importance_top2,sample_weight
204000,2019-09-25 06:15:00,2019,9,268,6,15,solar,SOL_PAVAGADA,hub,PAV_HUB_6,PAV_S7_B01,,,250.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,56.7871,60.6679,48.2993,275.0,262.2894,95.579,GOOD,4,NONE,-1.09952,243.825,246.145,139.845,27.352,29.032,13.727,0.1188,235.723,30.981,1009.528,,,,,,,1.17,158.489,,,16.068,26.939,1005.676,5,1,54.5621,38.8369,50.0959,61.3548,4.4662,4.4662,1.7865,1,normal,0.0391,normal,NORMAL,90.427,-0.6606,1.0021,solar_clear_or_mixed,actual_mw,cloud_obstruction_probability,1.25
204001,2024-09-28 05:35:00,2024,9,272,5,35,solar,SOL_PAVAGADA,hub,PAV_HUB_5,PAV_S2_B03,,,250.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,validation,21.6835,23.9996,23.9627,275.0,260.7962,96.454,GOOD,16,NONE,0.05133,87.032,95.999,54.755,19.704,22.729,27.336,0.2873,305.504,31.032,1013.155,,,,,,,1.2049,31.399,,,40.423,17.971,1008.669,5,1,30.6462,11.6461,25.8434,40.0407,4.8028,4.8028,1.9211,1,normal,0.0413,normal,NORMAL,90.158,0.0249,1.1,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
204002,2018-12-27 11:45:00,2018,12,361,11,45,wind,WND_GADAG_CLUSTER,block,,,GADAG_F1,GADAG_F1_TG03,20.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,7.2257,7.6826,8.6507,22.0,20.2205,95.041,SUSPECT,34,NONE,0.14557,,,,27.737,,,,,49.953,1013.063,9.914,240.525,0.2031,9.158,9.901,15.274,1.1726,,10.476,256.82,,27.4,1011.612,3,0,10.3541,8.3034,9.4398,10.5761,0.9143,0.9143,4.5717,1,normal,0.0616,normal,NORMAL,76.857,-0.3566,1.2562,wind_normal_regime,hub_height_wind_speed_ms,scada_quality,1.0
204003,2023-03-24 15:05:00,2023,3,83,15,5,solar,SOL_PAVAGADA,block,PAV_HUB_8,PAV_S2_B03,,,50.0,5min,5,real_time_ramp_warning,Real-time nowcast / control-room forecast,persistence_ramp_rate_correction,empirical_residual_band,train,28.2261,27.9492,29.3584,55.0,46.2636,96.881,GOOD,19,NONE,-0.05171,583.309,604.618,443.754,29.372,46.564,29.014,0.2714,237.491,68.576,1016.011,,,,,,,1.1697,639.082,,,39.435,27.79,1015.224,19,1,26.3936,26.0832,28.335,30.5868,-1.9413,1.9413,3.8827,1,normal,0.0213,normal,NORMAL,86.235,-0.2189,1.0021,solar_clear_or_mixed,actual_mw,cloud_obstruction_probability,1.25
204004,2016-11-28 18:00:00,2016,11,333,18,0,solar,SOL_PAVAGADA,plant,PAV_HUB_7,PAV_S8_B01,,,2050.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,342.3704,350.7641,337.0963,2255.0,1609.6792,95.666,GOOD,12,NONE,-0.20029,176.078,171.104,112.443,13.569,17.677,30.545,0.3089,246.28,53.466,1019.46,,,,,,,1.2383,108.143,,,28.115,12.195,1021.896,6,0,324.974,230.1358,324.895,419.6542,0.079,0.079,0.0039,1,normal,0.1228,normal,NORMAL,93.992,-0.8157,1.0125,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
204005,2023-07-29 19:35:00,2023,7,210,19,35,solar,SOL_PAVAGADA,block,PAV_HUB_1,PAV_S8_B03,,,50.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,train,0.0,0.0,0.0,55.0,43.9245,98.413,SUSPECT,31,NONE,0.1789,0.0,0.0,0.0,21.394,22.426,35.502,0.2356,208.55,50.156,1005.469,,,,,,,1.1889,44.742,,,29.458,21.838,1006.201,17,2,43.1035,16.06,19.5448,23.0296,23.5587,23.5587,47.1174,0,normal,0.0565,normal,NORMAL,35.0,0.7724,1.35,solar_clear_or_mixed,poa_wm2,scada_quality,1.0
204006,2015-06-24 15:50:00,2015,6,175,15,50,wind,WND_GADAG_CLUSTER,hub,,,GADAG_F1,GADAG_F1_TG07,140.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,6.2887,6.5124,56.4785,154.0,133.9715,97.834,GOOD,12,NONE,-0.42991,,,,32.046,,,,,36.289,1016.86,6.249,204.951,0.1507,5.22,5.982,1.147,1.1604,,5.856,217.095,,32.509,1018.169,1,0,0.0,0.0,0.0,6.4714,0.0,0.0,0.0,1,normal,0.1467,normal,NORMAL,94.0,0.0788,1.0125,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
204007,2024-11-11 18:00:00,2024,11,316,18,0,solar,SOL_PAVAGADA,hub,PAV_HUB_7,PAV_S7_B02,,,250.0,4hour,240,dynamic_reserve_calculation,Same-day extended forecast,physical_weather_to_power_gaussian_residual,quantile_regression,validation,39.8269,40.2172,39.6145,275.0,220.3368,97.199,GOOD,34,NONE,1.40456,155.393,160.869,87.613,19.158,23.152,36.931,0.3316,157.174,47.26,1016.998,,,,,,,1.2117,179.487,,,19.913,17.519,1018.259,18,0,250.0,177.827,192.0244,206.2217,57.9756,57.9756,23.1903,0,normal,0.0971,normal,NORMAL,47.619,0.7097,1.1,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
204008,2023-02-12 01:10:00,2023,2,43,1,10,solar,SOL_PAVAGADA,plant,PAV_HUB_6,PAV_S5_B05,,,2050.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,train,21.9955,22.4932,0.0,2255.0,1823.4923,99.345,GOOD,6,NONE,-7.96502,10.347,10.972,6.132,15.444,17.672,44.45,0.4972,211.063,75.728,1006.607,,,,,,,1.2148,0.0,,,37.471,15.415,1005.742,4,0,0.0,0.0,0.0,93.2941,0.0,0.0,0.0,1,normal,0.1281,normal,NORMAL,94.0,0.5217,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
204009,2020-06-29 23:40:00,2020,6,181,23,40,solar,SOL_PAVAGADA,block,PAV_HUB_1,PAV_S5_B05,,,50.0,1hour,60,intraday_reserve_planning,Intraday forecast / reserve planning,physical_weather_to_power_gaussian_residual,gaussian_residual_band,train,0.0,0.0,0.0,55.0,45.4964,98.935,GOOD,26,NONE,0.17452,0.0,0.0,0.0,25.2,27.284,30.396,0.3855,295.378,42.795,1007.88,,,,,,,1.1765,0.0,,,27.406,23.987,1005.868,14,1,11.6682,7.0406,9.4241,11.8076,2.2441,2.2441,4.4882,1,normal,0.1735,normal,NORMAL,85.024,-0.884,1.025,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
204010,2025-08-04 11:20:00,2025,8,216,11,20,wind,WND_GADAG_CLUSTER,block,,,GADAG_F1,GADAG_F1_TG03,20.0,30min,30,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,test,0.9714,1.0535,8.7211,22.0,16.638,95.604,GOOD,7,NONE,0.04561,,,,37.921,,,,,21.357,1014.839,6.534,265.823,0.1411,6.191,6.778,12.958,1.1362,,6.416,273.216,,36.476,1013.565,13,0,1.9922,1.2765,2.201,3.1255,-0.2088,0.2088,1.044,1,normal,0.0443,normal,NORMAL,91.912,0.1405,1.0125,wind_normal_regime,hub_height_wind_speed_ms,wake_loss_pct,1.0
204011,2025-06-30 12:05:00,2025,6,181,12,5,solar,SOL_PAVAGADA,plant,PAV_HUB_7,PAV_S4_B02,,,2050.0,15min,15,intra_hour_dispatch_correction,Intra-hour dispatch correction,persistence_physical_blend,empirical_residual_band,test,1459.5359,1528.5304,1420.9526,2255.0,1946.5226,95.73,GOOD,34,NONE,9.20761,774.278,854.749,552.583,41.1,61.477,42.279,0.3594,219.558,32.567,1018.878,,,,,,,1.1292,872.426,,,36.594,40.459,1013.018,20,2,1636.121,1513.7612,1607.0554,1700.3495,29.0657,29.0657,1.4178,1,normal,0.1452,normal,NORMAL,91.164,0.3424,1.0062,solar_clear_or_mixed,poa_wm2,cloud_obstruction_probability,1.0
